2026-06-16 21:38:35,619 INFO speace.live | Accensione organismo (ILF on)...
2026-06-16 22:31:28,333 INFO speace.live | VITALI | tick=246446 phi=0.550 energy=0.796 active=7 SCI=0.864 ILF=0.685 drive=information_exploration
2026-06-16 22:31:58,823 INFO speace.live | VITALI | tick=246465 phi=0.675 energy=0.796 active=3 SCI=0.864 ILF=0.692 drive=coherence_maintenance
2026-06-16 22:32:28,837 INFO speace.live | VITALI | tick=246483 phi=0.607 energy=0.796 active=6 SCI=0.864 ILF=0.688 drive=information_exploration
2026-06-16 22:32:58,853 INFO speace.live | VITALI | tick=246502 phi=0.628 energy=0.796 active=5 SCI=0.864 ILF=0.690 drive=information_exploration
2026-06-16 22:33:28,953 INFO speace.live | VITALI | tick=246521 phi=0.516 energy=0.796 active=8 SCI=0.864 ILF=0.683 drive=coherence_maintenance
2026-06-16 22:33:59,376 INFO speace.live | VITALI | tick=246539 phi=0.580 energy=0.796 active=6 SCI=0.864 ILF=0.687 drive=information_exploration
2026-06-16 22:34:29,488 INFO speace.live | VITALI | tick=246558 phi=0.588 energy=0.796 active=5 SCI=0.864 ILF=0.687 drive=information_exploration
2026-06-16 22:34:59,613 INFO speace.live | VITALI | tick=246577 phi=0.652 energy=0.796 active=4 SCI=0.864 ILF=0.691 drive=information_exploration
2026-06-16 22:35:29,628 INFO speace.live | VITALI | tick=246596 phi=0.562 energy=0.796 active=6 SCI=0.864 ILF=0.685 drive=coherence_maintenance
2026-06-16 22:35:59,717 INFO speace.live | VITALI | tick=246613 phi=0.573 energy=0.796 active=6 SCI=0.865 ILF=0.686 drive=information_exploration
2026-06-16 22:36:57,398 INFO speace.live | VITALI | tick=246633 phi=0.518 energy=0.796 active=8 SCI=0.864 ILF=0.683 drive=coherence_maintenance
2026-06-16 22:37:27,415 INFO speace.live | VITALI | tick=246659 phi=0.537 energy=0.865 active=8 SCI=0.864 ILF=0.686 drive=information_exploration
2026-06-16 22:37:57,427 INFO speace.live | VITALI | tick=246683 phi=0.536 energy=0.796 active=7 SCI=0.864 ILF=0.684 drive=coherence_maintenance
2026-06-16 22:38:28,647 INFO speace.live | VITALI | tick=246710 phi=0.695 energy=0.796 active=3 SCI=0.865 ILF=0.694 drive=information_exploration
2026-06-16 22:39:43,303 INFO speace.live | Ciclo evolutivo cycle-2ddbcb completato | AGI%=47.48 | task=8 | proposte=3 | errori=0
2026-06-16 22:39:46,731 INFO speace.live | VITALI | tick=246714 phi=0.551 energy=0.796 active=8 SCI=0.864 ILF=0.685 drive=information_exploration
2026-06-16 22:40:16,761 INFO speace.live | VITALI | tick=246733 phi=0.546 energy=0.796 active=8 SCI=0.865 ILF=0.685 drive=information_exploration
2026-06-16 22:40:47,303 INFO speace.live | VITALI | tick=246752 phi=0.602 energy=0.796 active=4 SCI=0.864 ILF=0.688 drive=information_exploration
2026-06-16 22:41:17,457 INFO speace.live | VITALI | tick=246771 phi=0.548 energy=0.796 active=8 SCI=0.864 ILF=0.685 drive=information_exploration
2026-06-16 22:41:47,738 INFO speace.live | VITALI | tick=246790 phi=0.540 energy=0.796 active=7 SCI=0.864 ILF=0.684 drive=information_exploration
2026-06-16 22:42:17,898 INFO speace.live | VITALI | tick=246808 phi=0.548 energy=0.796 active=7 SCI=0.864 ILF=0.685 drive=information_exploration
2026-06-16 22:42:48,018 INFO speace.live | VITALI | tick=246826 phi=0.604 energy=0.796 active=4 SCI=0.864 ILF=0.688 drive=information_exploration
2026-06-16 22:43:18,041 INFO speace.live | VITALI | tick=246845 phi=0.580 energy=0.796 active=6 SCI=0.864 ILF=0.687 drive=information_exploration
2026-06-16 22:43:48,052 INFO speace.live | VITALI | tick=246864 phi=0.556 energy=0.796 active=6 SCI=0.864 ILF=0.685 drive=information_exploration
2026-06-16 22:44:18,068 INFO speace.live | VITALI | tick=246883 phi=0.545 energy=0.796 active=7 SCI=0.865 ILF=0.685 drive=information_exploration
2026-06-16 22:45:13,532 INFO speace.live | VITALI | tick=246901 phi=0.550 energy=0.796 active=7 SCI=0.864 ILF=0.685 drive=information_exploration
2026-06-16 22:45:43,794 INFO speace.live | VITALI | tick=246930 phi=0.521 energy=0.837 active=4 SCI=0.865 ILF=0.683 drive=coherence_maintenance
2026-06-16 22:46:13,803 INFO speace.live | VITALI | tick=246954 phi=0.575 energy=0.801 active=6 SCI=0.864 ILF=0.686 drive=information_exploration
2026-06-16 22:46:44,995 INFO speace.live | VITALI | tick=246980 phi=0.567 energy=0.796 active=7 SCI=0.864 ILF=0.686 drive=information_exploration
2026-06-16 22:47:55,242 INFO speace.live | Ciclo evolutivo cycle-920fe4 completato | AGI%=47.20 | task=8 | proposte=3 | errori=0
2026-06-16 22:47:56,755 INFO speace.live | VITALI | tick=246981 phi=0.596 energy=0.796 active=7 SCI=0.864 ILF=0.688 drive=information_exploration
2026-06-16 22:48:29,653 INFO speace.live | VITALI | tick=247001 phi=0.519 energy=0.796 active=6 SCI=0.864 ILF=0.683 drive=information_exploration
2026-06-16 22:48:59,803 INFO speace.live | VITALI | tick=247020 phi=0.556 energy=0.796 active=3 SCI=0.864 ILF=0.685 drive=information_exploration
2026-06-16 22:49:29,818 INFO speace.live | VITALI | tick=247039 phi=0.600 energy=0.796 active=6 SCI=0.864 ILF=0.688 drive=information_exploration
2026-06-16 22:49:59,909 INFO speace.live | VITALI | tick=247057 phi=0.576 energy=0.796 active=6 SCI=0.864 ILF=0.686 drive=coherence_maintenance
2026-06-16 22:50:30,238 INFO speace.live | VITALI | tick=247075 phi=0.674 energy=0.796 active=2 SCI=0.864 ILF=0.692 drive=coherence_maintenance
C:\cellular_speace\speace_core\cellular_brain\dynamics\predictive_coding_engine.py:112: RuntimeWarning: overflow encountered in matmul
  incoming[higher_id] += weight.T @ error
C:\cellular_speace\speace_core\cellular_brain\dynamics\predictive_coding_engine.py:77: RuntimeWarning: invalid value encountered in subtract
  error = np.abs(actual - pred)
C:\cellular_speace\speace_core\cellular_brain\dynamics\predictive_coding_engine.py:81: RuntimeWarning: invalid value encountered in subtract
  layer["representation"] + self.learning_rate * (actual - pred)
2026-06-16 22:51:00,664 INFO speace.live | VITALI | tick=247094 phi=0.587 energy=0.796 active=4 SCI=0.865 ILF=0.687 drive=information_exploration
2026-06-16 22:51:30,893 INFO speace.live | VITALI | tick=247113 phi=0.575 energy=0.796 active=6 SCI=0.864 ILF=0.686 drive=coherence_maintenance
2026-06-16 22:52:00,996 INFO speace.live | VITALI | tick=247132 phi=0.561 energy=0.796 active=5 SCI=0.864 ILF=0.685 drive=coherence_maintenance
2026-06-16 22:52:31,058 INFO speace.live | VITALI | tick=247150 phi=0.579 energy=0.796 active=6 SCI=0.864 ILF=0.687 drive=information_exploration
2026-06-16 22:53:23,800 INFO speace.live | VITALI | tick=247168 phi=0.518 energy=0.796 active=8 SCI=0.864 ILF=0.683 drive=coherence_maintenance
2026-06-16 22:53:54,698 INFO speace.live | VITALI | tick=247197 phi=0.577 energy=0.837 active=5 SCI=0.864 ILF=0.687 drive=information_exploration
2026-06-16 22:54:27,743 INFO speace.live | VITALI | tick=247221 phi=0.555 energy=0.801 active=7 SCI=0.864 ILF=0.685 drive=coherence_maintenance
2026-06-16 22:54:58,667 INFO speace.live | VITALI | tick=247245 phi=0.647 energy=0.796 active=3 SCI=0.865 ILF=0.690 drive=coherence_maintenance
2026-06-16 22:56:15,377 INFO speace.live | Ciclo evolutivo cycle-c0b6b9 completato | AGI%=47.16 | task=8 | proposte=3 | errori=0
2026-06-16 22:56:18,551 INFO speace.live | VITALI | tick=247248 phi=0.539 energy=0.796 active=8 SCI=0.864 ILF=0.684 drive=information_exploration
2026-06-16 22:56:49,217 INFO speace.live | VITALI | tick=247262 phi=0.650 energy=0.796 active=3 SCI=0.864 ILF=0.691 drive=information_exploration
2026-06-16 22:57:19,230 INFO speace.live | VITALI | tick=247275 phi=0.552 energy=0.796 active=8 SCI=0.864 ILF=0.685 drive=coherence_maintenance
2026-06-16 22:57:49,254 INFO speace.live | VITALI | tick=247288 phi=0.577 energy=0.796 active=8 SCI=0.864 ILF=0.687 drive=information_exploration
2026-06-16 22:58:19,766 INFO speace.live | VITALI | tick=247302 phi=0.607 energy=0.796 active=5 SCI=0.865 ILF=0.688 drive=information_exploration
2026-06-16 22:58:49,772 INFO speace.live | VITALI | tick=247315 phi=0.572 energy=0.796 active=6 SCI=0.864 ILF=0.686 drive=coherence_maintenance
2026-06-16 22:59:19,785 INFO speace.live | VITALI | tick=247328 phi=0.546 energy=0.796 active=7 SCI=0.864 ILF=0.685 drive=information_exploration
2026-06-16 22:59:49,803 INFO speace.live | VITALI | tick=247341 phi=0.507 energy=0.796 active=9 SCI=0.864 ILF=0.682 drive=coherence_maintenance
2026-06-16 23:00:19,829 INFO speace.live | VITALI | tick=247354 phi=0.526 energy=0.796 active=8 SCI=0.864 ILF=0.683 drive=coherence_maintenance
2026-06-16 23:00:50,244 INFO speace.live | VITALI | tick=247368 phi=0.584 energy=0.796 active=8 SCI=0.864 ILF=0.688 drive=information_exploration
2026-06-16 23:01:46,877 INFO speace.live | VITALI | tick=247381 phi=0.535 energy=0.796 active=8 SCI=0.864 ILF=0.684 drive=coherence_maintenance
2026-06-16 23:02:16,892 INFO speace.live | VITALI | tick=247398 phi=0.567 energy=0.796 active=5 SCI=0.864 ILF=0.686 drive=information_exploration
2026-06-16 23:02:46,921 INFO speace.live | VITALI | tick=247410 phi=0.600 energy=0.837 active=5 SCI=0.865 ILF=0.689 drive=information_exploration
2026-06-16 23:03:16,993 INFO speace.live | VITALI | tick=247424 phi=0.535 energy=0.801 active=6 SCI=0.865 ILF=0.684 drive=information_exploration
2026-06-16 23:03:49,728 INFO speace.live | VITALI | tick=247438 phi=0.548 energy=0.804 active=8 SCI=0.866 ILF=0.685 drive=information_exploration
2026-06-16 23:04:19,759 INFO speace.live | VITALI | tick=247452 phi=0.513 energy=0.839 active=8 SCI=0.865 ILF=0.684 drive=information_exploration
2026-06-16 23:05:49,874 INFO speace.live | Ciclo evolutivo cycle-c11791 completato | AGI%=46.77 | task=8 | proposte=3 | errori=0
2026-06-16 23:05:51,007 INFO speace.live | VITALI | tick=247461 phi=0.515 energy=0.799 active=9 SCI=0.865 ILF=0.683 drive=coherence_maintenance
2026-06-16 23:06:21,877 INFO speace.live | VITALI | tick=247470 phi=0.578 energy=0.799 active=8 SCI=0.866 ILF=0.691 drive=information_exploration
2026-06-16 23:06:51,884 INFO speace.live | VITALI | tick=247479 phi=0.517 energy=0.799 active=8 SCI=0.865 ILF=0.683 drive=information_exploration
2026-06-16 23:07:21,931 INFO speace.live | VITALI | tick=247488 phi=0.514 energy=0.799 active=9 SCI=0.865 ILF=0.683 drive=information_exploration
2026-06-16 23:07:51,948 INFO speace.live | VITALI | tick=247496 phi=0.545 energy=0.799 active=7 SCI=0.864 ILF=0.685 drive=information_exploration
2026-06-16 23:08:22,051 INFO speace.live | VITALI | tick=247505 phi=0.535 energy=0.799 active=9 SCI=0.865 ILF=0.684 drive=information_exploration
2026-06-16 23:08:52,076 INFO speace.live | VITALI | tick=247514 phi=0.528 energy=0.799 active=9 SCI=0.865 ILF=0.684 drive=information_exploration
2026-06-16 23:09:22,157 INFO speace.live | VITALI | tick=247523 phi=0.517 energy=0.799 active=9 SCI=0.865 ILF=0.683 drive=information_exploration
2026-06-16 23:09:52,174 INFO speace.live | VITALI | tick=247532 phi=0.540 energy=0.799 active=9 SCI=0.865 ILF=0.685 drive=coherence_maintenance
2026-06-16 23:10:22,236 INFO speace.live | VITALI | tick=247541 phi=0.518 energy=0.799 active=9 SCI=0.865 ILF=0.683 drive=coherence_maintenance
2026-06-16 23:11:18,595 INFO speace.live | VITALI | tick=247551 phi=0.496 energy=0.799 active=10 SCI=0.865 ILF=0.682 drive=information_exploration
2026-06-16 23:11:49,556 INFO speace.live | VITALI | tick=247565 phi=0.509 energy=0.799 active=6 SCI=0.865 ILF=0.682 drive=coherence_maintenance
2026-06-16 23:12:19,670 INFO speace.live | VITALI | tick=247579 phi=0.596 energy=0.839 active=5 SCI=0.865 ILF=0.689 drive=information_exploration
2026-06-16 23:12:49,687 INFO speace.live | VITALI | tick=247591 phi=0.535 energy=0.801 active=8 SCI=0.865 ILF=0.684 drive=information_exploration
2026-06-16 23:13:19,694 INFO speace.live | VITALI | tick=247603 phi=0.544 energy=0.804 active=8 SCI=0.865 ILF=0.685 drive=information_exploration
2026-06-16 23:13:49,785 INFO speace.live | VITALI | tick=247615 phi=0.583 energy=0.804 active=5 SCI=0.865 ILF=0.687 drive=information_exploration
2026-06-16 23:15:36,717 INFO speace.live | Ciclo evolutivo cycle-3a50ec completato | AGI%=46.65 | task=8 | proposte=3 | errori=0
2026-06-16 23:15:37,215 INFO speace.live | VITALI | tick=247630 phi=0.501 energy=0.801 active=10 SCI=0.865 ILF=0.682 drive=coherence_maintenance
2026-06-16 23:16:08,440 INFO speace.live | VITALI | tick=247639 phi=0.530 energy=0.801 active=9 SCI=0.865 ILF=0.684 drive=information_exploration
2026-06-16 23:16:38,816 INFO speace.live | VITALI | tick=247648 phi=0.521 energy=0.801 active=10 SCI=0.865 ILF=0.685 drive=information_exploration
2026-06-16 23:17:08,821 INFO speace.live | VITALI | tick=247657 phi=0.492 energy=0.801 active=10 SCI=0.865 ILF=0.682 drive=coherence_maintenance
2026-06-16 23:17:39,531 INFO speace.live | VITALI | tick=247666 phi=0.540 energy=0.801 active=8 SCI=0.865 ILF=0.684 drive=information_exploration
2026-06-16 23:18:10,239 INFO speace.live | VITALI | tick=247675 phi=0.511 energy=0.801 active=9 SCI=0.864 ILF=0.683 drive=information_exploration
2026-06-16 23:18:40,499 INFO speace.live | VITALI | tick=247684 phi=0.530 energy=0.801 active=9 SCI=0.865 ILF=0.684 drive=information_exploration
2026-06-16 23:19:10,574 INFO speace.live | VITALI | tick=247693 phi=0.527 energy=0.801 active=10 SCI=0.865 ILF=0.684 drive=information_exploration
2026-06-16 23:19:40,585 INFO speace.live | VITALI | tick=247701 phi=0.539 energy=0.801 active=8 SCI=0.864 ILF=0.684 drive=information_exploration
2026-06-16 23:20:10,603 INFO speace.live | VITALI | tick=247710 phi=0.520 energy=0.801 active=9 SCI=0.865 ILF=0.683 drive=information_exploration
2026-06-16 23:21:04,934 INFO speace.live | VITALI | tick=247720 phi=0.509 energy=0.801 active=10 SCI=0.865 ILF=0.683 drive=coherence_maintenance
2026-06-16 23:21:34,946 INFO speace.live | VITALI | tick=247734 phi=0.563 energy=0.801 active=6 SCI=0.864 ILF=0.686 drive=information_exploration
2026-06-16 23:22:05,361 INFO speace.live | VITALI | tick=247748 phi=0.537 energy=0.841 active=8 SCI=0.865 ILF=0.685 drive=coherence_maintenance
2026-06-16 23:22:37,059 INFO speace.live | VITALI | tick=247762 phi=0.530 energy=0.806 active=7 SCI=0.865 ILF=0.684 drive=information_exploration
2026-06-16 23:23:09,836 INFO speace.live | VITALI | tick=247776 phi=0.566 energy=0.808 active=7 SCI=0.866 ILF=0.686 drive=information_exploration
2026-06-16 23:23:39,849 INFO speace.live | VITALI | tick=247790 phi=0.532 energy=0.843 active=6 SCI=0.865 ILF=0.685 drive=information_exploration
2026-06-16 23:25:10,575 INFO speace.live | Ciclo evolutivo cycle-0c9d40 completato | AGI%=46.66 | task=8 | proposte=3 | errori=0
2026-06-16 23:25:11,120 INFO speace.live | VITALI | tick=247799 phi=0.507 energy=0.804 active=9 SCI=0.865 ILF=0.683 drive=coherence_maintenance
2026-06-16 23:25:41,130 INFO speace.live | VITALI | tick=247807 phi=0.541 energy=0.804 active=8 SCI=0.865 ILF=0.685 drive=information_exploration
2026-06-16 23:26:11,150 INFO speace.live | VITALI | tick=247816 phi=0.506 energy=0.804 active=10 SCI=0.865 ILF=0.683 drive=coherence_maintenance
2026-06-16 23:26:41,156 INFO speace.live | VITALI | tick=247825 phi=0.515 energy=0.804 active=9 SCI=0.865 ILF=0.683 drive=information_exploration
2026-06-16 23:27:11,218 INFO speace.live | VITALI | tick=247834 phi=0.585 energy=0.804 active=9 SCI=0.866 ILF=0.693 drive=information_exploration
2026-06-16 23:27:41,226 INFO speace.live | VITALI | tick=247843 phi=0.536 energy=0.804 active=8 SCI=0.866 ILF=0.685 drive=information_exploration
2026-06-16 23:28:11,500 INFO speace.live | VITALI | tick=247852 phi=0.532 energy=0.804 active=9 SCI=0.865 ILF=0.684 drive=information_exploration
2026-06-16 23:28:42,589 INFO speace.live | VITALI | tick=247861 phi=0.532 energy=0.804 active=9 SCI=0.865 ILF=0.684 drive=information_exploration
2026-06-16 23:29:12,701 INFO speace.live | VITALI | tick=247870 phi=0.530 energy=0.804 active=9 SCI=0.865 ILF=0.684 drive=information_exploration
2026-06-16 23:29:42,709 INFO speace.live | VITALI | tick=247879 phi=0.496 energy=0.804 active=10 SCI=0.865 ILF=0.682 drive=information_exploration
2026-06-16 23:30:43,051 INFO speace.live | VITALI | tick=247888 phi=0.507 energy=0.804 active=10 SCI=0.865 ILF=0.683 drive=coherence_maintenance
2026-06-16 23:31:13,059 INFO speace.live | VITALI | tick=247903 phi=0.533 energy=0.804 active=4 SCI=0.865 ILF=0.683 drive=coherence_maintenance
2026-06-16 23:31:44,745 INFO speace.live | VITALI | tick=247917 phi=0.559 energy=0.843 active=4 SCI=0.865 ILF=0.686 drive=coherence_maintenance
2026-06-16 23:32:14,789 INFO speace.live | VITALI | tick=247929 phi=0.548 energy=0.806 active=7 SCI=0.865 ILF=0.685 drive=information_exploration
2026-06-16 23:32:44,855 INFO speace.live | VITALI | tick=247943 phi=0.532 energy=0.808 active=8 SCI=0.865 ILF=0.684 drive=coherence_maintenance
2026-06-16 23:33:14,980 INFO speace.live | VITALI | tick=247957 phi=0.536 energy=0.870 active=7 SCI=0.865 ILF=0.686 drive=coherence_maintenance
2026-06-16 23:35:07,814 INFO speace.live | Ciclo evolutivo cycle-86c69e completato | AGI%=46.59 | task=8 | proposte=3 | errori=0
2026-06-16 23:35:08,799 INFO speace.live | VITALI | tick=247968 phi=0.532 energy=0.804 active=7 SCI=0.865 ILF=0.684 drive=information_exploration
2026-06-16 23:35:38,828 INFO speace.live | VITALI | tick=247977 phi=0.542 energy=0.804 active=9 SCI=0.865 ILF=0.685 drive=information_exploration
2026-06-16 23:36:08,848 INFO speace.live | VITALI | tick=247985 phi=0.505 energy=0.804 active=10 SCI=0.865 ILF=0.683 drive=information_exploration
2026-06-16 23:36:38,869 INFO speace.live | VITALI | tick=247994 phi=0.568 energy=0.804 active=7 SCI=0.865 ILF=0.689 drive=information_exploration
2026-06-16 23:37:08,881 INFO speace.live | VITALI | tick=248003 phi=0.568 energy=0.804 active=8 SCI=0.865 ILF=0.690 drive=information_exploration
2026-06-16 23:37:38,895 INFO speace.live | VITALI | tick=248012 phi=0.512 energy=0.804 active=10 SCI=0.865 ILF=0.683 drive=information_exploration
2026-06-16 23:38:09,303 INFO speace.live | VITALI | tick=248021 phi=0.503 energy=0.804 active=9 SCI=0.865 ILF=0.682 drive=information_exploration
2026-06-16 23:38:39,454 INFO speace.live | VITALI | tick=248029 phi=0.539 energy=0.804 active=8 SCI=0.865 ILF=0.684 drive=information_exploration
2026-06-16 23:39:09,695 INFO speace.live | VITALI | tick=248038 phi=0.551 energy=0.804 active=9 SCI=0.865 ILF=0.687 drive=information_exploration
2026-06-16 23:39:39,722 INFO speace.live | VITALI | tick=248047 phi=0.520 energy=0.804 active=9 SCI=0.865 ILF=0.683 drive=coherence_maintenance
2026-06-16 23:40:41,061 INFO speace.live | VITALI | tick=248058 phi=0.511 energy=0.804 active=9 SCI=0.865 ILF=0.683 drive=information_exploration
2026-06-16 23:41:11,972 INFO speace.live | VITALI | tick=248074 phi=0.576 energy=0.804 active=4 SCI=0.865 ILF=0.686 drive=information_exploration
2026-06-16 23:41:43,780 INFO speace.live | VITALI | tick=248088 phi=0.571 energy=0.816 active=4 SCI=0.865 ILF=0.686 drive=coherence_maintenance
2026-06-16 23:42:15,205 INFO speace.live | VITALI | tick=248102 phi=0.551 energy=0.806 active=6 SCI=0.865 ILF=0.685 drive=information_exploration
2026-06-16 23:42:47,433 INFO speace.live | VITALI | tick=248114 phi=0.508 energy=0.808 active=9 SCI=0.865 ILF=0.683 drive=coherence_maintenance
2026-06-16 23:43:17,526 INFO speace.live | VITALI | tick=248128 phi=0.539 energy=0.843 active=7 SCI=0.865 ILF=0.685 drive=information_exploration
2026-06-16 23:44:48,700 INFO speace.live | Ciclo evolutivo cycle-c71212 completato | AGI%=46.37 | task=8 | proposte=3 | errori=0
2026-06-16 23:44:49,151 INFO speace.live | VITALI | tick=248137 phi=0.516 energy=0.804 active=9 SCI=0.865 ILF=0.683 drive=coherence_maintenance
2026-06-16 23:45:19,167 INFO speace.live | VITALI | tick=248145 phi=0.519 energy=0.804 active=10 SCI=0.865 ILF=0.684 drive=information_exploration
2026-06-16 23:45:49,189 INFO speace.live | VITALI | tick=248154 phi=0.531 energy=0.804 active=8 SCI=0.865 ILF=0.684 drive=coherence_maintenance
2026-06-16 23:46:19,205 INFO speace.live | VITALI | tick=248163 phi=0.532 energy=0.804 active=8 SCI=0.864 ILF=0.684 drive=information_exploration
2026-06-16 23:46:49,221 INFO speace.live | VITALI | tick=248172 phi=0.577 energy=0.804 active=7 SCI=0.865 ILF=0.687 drive=information_exploration
2026-06-16 23:47:19,320 INFO speace.live | VITALI | tick=248181 phi=0.610 energy=0.804 active=6 SCI=0.865 ILF=0.692 drive=information_exploration
2026-06-16 23:47:49,373 INFO speace.live | VITALI | tick=248190 phi=0.509 energy=0.804 active=9 SCI=0.865 ILF=0.683 drive=information_exploration
2026-06-16 23:48:19,561 INFO speace.live | VITALI | tick=248199 phi=0.544 energy=0.804 active=9 SCI=0.865 ILF=0.691 drive=information_exploration
2026-06-16 23:48:49,578 INFO speace.live | VITALI | tick=248207 phi=0.556 energy=0.804 active=8 SCI=0.866 ILF=0.687 drive=information_exploration
2026-06-16 23:49:19,675 INFO speace.live | VITALI | tick=248216 phi=0.564 energy=0.804 active=8 SCI=0.865 ILF=0.687 drive=information_exploration
2026-06-16 23:50:17,256 INFO speace.live | VITALI | tick=248227 phi=0.510 energy=0.804 active=9 SCI=0.865 ILF=0.683 drive=coherence_maintenance
2026-06-16 23:50:47,272 INFO speace.live | VITALI | tick=248241 phi=0.522 energy=0.804 active=7 SCI=0.865 ILF=0.683 drive=information_exploration
2026-06-16 23:51:17,286 INFO speace.live | VITALI | tick=248255 phi=0.537 energy=0.843 active=5 SCI=0.865 ILF=0.685 drive=information_exploration
2026-06-16 23:51:47,308 INFO speace.live | VITALI | tick=248269 phi=0.532 energy=0.808 active=7 SCI=0.865 ILF=0.684 drive=coherence_maintenance
2026-06-16 23:52:17,370 INFO speace.live | VITALI | tick=248281 phi=0.567 energy=0.810 active=7 SCI=0.866 ILF=0.686 drive=information_exploration
2026-06-16 23:52:47,407 INFO speace.live | VITALI | tick=248295 phi=0.533 energy=0.872 active=8 SCI=0.865 ILF=0.686 drive=coherence_maintenance
2026-06-16 23:54:20,307 INFO speace.live | Ciclo evolutivo cycle-ff3032 completato | AGI%=47.23 | task=8 | proposte=3 | errori=0
2026-06-16 23:54:21,380 INFO speace.live | VITALI | tick=248306 phi=0.505 energy=0.806 active=10 SCI=0.865 ILF=0.683 drive=coherence_maintenance
2026-06-16 23:54:51,391 INFO speace.live | VITALI | tick=248315 phi=0.586 energy=0.806 active=6 SCI=0.865 ILF=0.687 drive=information_exploration
2026-06-16 23:55:21,720 INFO speace.live | VITALI | tick=248324 phi=0.534 energy=0.806 active=9 SCI=0.865 ILF=0.684 drive=information_exploration
2026-06-16 23:55:51,761 INFO speace.live | VITALI | tick=248332 phi=0.539 energy=0.806 active=9 SCI=0.865 ILF=0.685 drive=information_exploration
2026-06-16 23:56:21,781 INFO speace.live | VITALI | tick=248341 phi=0.531 energy=0.806 active=8 SCI=0.865 ILF=0.684 drive=information_exploration
2026-06-16 23:56:51,792 INFO speace.live | VITALI | tick=248350 phi=0.571 energy=0.806 active=7 SCI=0.865 ILF=0.686 drive=information_exploration
2026-06-16 23:57:21,810 INFO speace.live | VITALI | tick=248359 phi=0.533 energy=0.806 active=9 SCI=0.865 ILF=0.684 drive=coherence_maintenance
2026-06-16 23:57:52,481 INFO speace.live | VITALI | tick=248368 phi=0.531 energy=0.806 active=9 SCI=0.865 ILF=0.684 drive=information_exploration
2026-06-16 23:58:22,494 INFO speace.live | VITALI | tick=248377 phi=0.518 energy=0.806 active=10 SCI=0.864 ILF=0.683 drive=information_exploration
2026-06-16 23:58:52,808 INFO speace.live | VITALI | tick=248386 phi=0.523 energy=0.806 active=10 SCI=0.865 ILF=0.684 drive=information_exploration
2026-06-16 23:59:49,666 INFO speace.live | VITALI | tick=248396 phi=0.516 energy=0.806 active=8 SCI=0.865 ILF=0.683 drive=coherence_maintenance
2026-06-17 00:00:19,678 INFO speace.live | VITALI | tick=248410 phi=0.561 energy=0.806 active=4 SCI=0.865 ILF=0.685 drive=coherence_maintenance
2026-06-17 00:00:49,841 INFO speace.live | VITALI | tick=248424 phi=0.533 energy=0.844 active=7 SCI=0.865 ILF=0.685 drive=information_exploration
2026-06-17 00:01:21,494 INFO speace.live | VITALI | tick=248438 phi=0.540 energy=0.808 active=5 SCI=0.866 ILF=0.684 drive=information_exploration
2026-06-17 00:01:54,569 INFO speace.live | VITALI | tick=248452 phi=0.568 energy=0.810 active=8 SCI=0.865 ILF=0.686 drive=information_exploration
2026-06-17 00:02:24,576 INFO speace.live | VITALI | tick=248466 phi=0.525 energy=0.844 active=6 SCI=0.865 ILF=0.684 drive=coherence_maintenance
2026-06-17 00:03:57,808 INFO speace.live | Ciclo evolutivo cycle-881070 completato | AGI%=46.55 | task=8 | proposte=3 | errori=0
2026-06-17 00:03:58,599 INFO speace.live | VITALI | tick=248475 phi=0.507 energy=0.806 active=10 SCI=0.865 ILF=0.683 drive=coherence_maintenance
2026-06-17 00:04:30,037 INFO speace.live | VITALI | tick=248484 phi=0.521 energy=0.806 active=10 SCI=0.865 ILF=0.684 drive=information_exploration
2026-06-17 00:05:00,258 INFO speace.live | VITALI | tick=248493 phi=0.540 energy=0.806 active=9 SCI=0.864 ILF=0.685 drive=information_exploration
